source,target
这些细丝由一种简单的两径结构构成，与现在的几维鸟的第二基羽毛略微有些相似。,这些细丝由一种简单的两径结构构成，跟现在的几维鸟的第二基羽毛有一点像。
昨日上午，家住船房村的姚先生，刚想把车停放在靠近西花园的道路旁，就看见墙上写着“夜间禁止停放车辆，否则杀头”的告示，尽管是白天，他还是吓了一跳。,昨日上午，家住船房村的姚先生想停车时，看见墙上写着“夜间禁止停放车辆，否则杀头”，被吓了一跳。
隆化县博物馆研究员表示，目前国内发现日本对中国的掠宝图有几种，但正面是地图，背面是中国各地名胜古迹老照片的掠宝图还是首次发现，具有极高的历史研究价值。,隆化县博物馆研究员表示，这是第一次发现正面是地图，背面是中国各地名胜古迹老照片的日本掠宝图，具有极高的历史研究价值。
下一步，将在综合考虑居民可承受能力和社会各方面意见的基础上，梳理研究本市公共交通票价政策。,下一步，将同时考虑居民可承受能力和社会各方面的意见，梳理研究本市公共交通的票价政策。
如果当自己的老婆，她的打扮发生如此翻天覆地的变化后，那么丈夫就应该引起注意了，这算是女人出轨后，一个比较常见的反常表现。,如果当自己的老婆打扮发生巨大变化，那么丈夫就应该注意了，她可能出轨了。
候诊大厅里，家长怀抱哭泣的幼儿，一脸焦灼地盯着候诊屏幕，上面已显示排到几百号。,候诊大厅里，家长抱着哭泣的幼儿看着屏幕，非常着急，因为前面还有几百号。
当天下午，虽然交警在大客车上没有“卖掉”开水，但一位过路的小轿车却在服务站前停了下来，从副驾驶室上下来一位女士，来到中队门口的开水供应点。,当天下午，交警在大客车上没有“卖掉”开水，但是一个过路的小轿车里走下来一位女士，她来到了中队门口的开水供应点。
看到林强倒车，玲玲误认为父亲要离开，便朝越野车跑去，不料跌倒，小女孩当场被林强驾驶的越野车压死。,看到林强倒车，玲还以为他要离开，便朝车跑去，但是没想到她摔倒了，当场被车压死。
不少人被清晨的寒风冻得瑟瑟发抖，但仍然很难抵御香气四溢的腊八粥的诱惑。,虽然不少人在清晨的寒风里很冷，但仍然很想吃香气飘飘的腊八粥。
不仅主流电商，中山路中泉和大西门两大通讯市场的零销商们也“随风而动”，各家柜台里摆的都是主流智能新机型。,通讯市场的零销商们紧跟主流电商的脚步，各家柜台里摆的都是主流智能新机型。
正在选购大米的康先生说，自己是南方人，尽管已在济南生活了十几年，但从小吃惯了米饭，现在还是离不开。,正在买大米的康先生说，自己是南方人，从小吃惯了米饭，尽管已在济南生活了十几年，但现在还是离不开大米。
郑德泉介绍，梦游症属于睡眠障碍的一种情况，在睡眠中自己走动、工作，“他没有自主意识，容易带来一些伤害，例如摔倒、被利器戳伤、溺水。,郑德泉介绍，在睡眠中自己走动、工作属于梦游症，是睡眠障碍的一种情况，“他没有自主意识，容易带来一些伤害，例如摔倒、被尖锐的物体戳伤、溺水。
抓获疑犯后，警方在一名疑犯身上搜出一张自制的地图，上面标满高档小区的名字。,疑犯被抓住后，警方在其中一个人身上搜出一张自制的地图，上面写满高档小区的名字。
网友“万有引力”表示：本溪的自然资源和环境真的很好，只是希望不要再被破坏了。,网友“万有引力”表示：本溪的自然资源和环境真的很好，希望别人不要再破坏它。
剧中周锦堂扮演的周浪浪“一秒变法师”的环节，因为尹北琛扮演的“闯妹子”放错了音乐，周浪浪无奈只能抓起窗边的黄床单批在身上，假装出家人。,剧中，因为尹北琛扮演的“闯妹子”放错了音乐，周浪浪没办法只能抓起窗边的黄床单批在身上，假装出家人。
气田施工作业实现零污染目标，二氧化硫、氮氧化物、化学需氧量、防腐物等排放指标优于国家标准，排放总量远低于环评控制指标。,气田施工作业实现零污染目标，排放指标比国家标准好，排放总量比环评控制指标低很多。
中国采金老板一般采取违法向当地酋长、地主购买土地自行开采或与当地小矿主合作开采的方式，从事小金矿开采，属非法采金。,中国采金老板一般向当地酋长、地主购买土地自行开采金矿或与当地小矿主合作开采金矿，这是违法的。
从东海之滨到茫茫戈壁，从繁华都市到偏远村庄，一年来，有个深入人心的词语响彻神州大地——“八项规定”。,一年来，有个深入人心的词语出现在全国各地，它就是“八项规定”。
据外媒报道，南非周边海域近日发现一种新甲壳类动物，形似龙虾，但是体型小得多。,据外媒报道，南非周边海域近日发现一种新甲壳类动物，比较像龙虾，但是个头比龙虾小。
到了今年，这个话题再度被反复提起，儿子备感焦虑，到后来甚至不再接电话。,今年这件事总是被说到，儿子非常担心，到后来都不接电话了。
可以集中精力诊治疑难患者，有利于医疗资源的高效利用，从而缓解目前看病难、住院难的情况。,集中精力治疗疑难患者可以使医疗资源得到高效利用，从而减少目前看病难、住院难的情况。
汪远解释说：“大牌也很正常，不能去要求他们继续和以前一样，他们自己也有进步，片酬适当的情况当然要涨。,汪远解释说：“大牌也在不断进步，可以在适当的情况下增加片酬。
两次考研失败，但是仝正国依然乐观自信，她说：“感觉自己正在进步，大脑越用越活，认识和会写的英语单词也越来越多。,虽然仝正国两次考研失败，但是她依然乐观自信地说：“感觉自己正在进步，认识和会写的英语单词也越来越多。
胡亚东介绍，铁路总公司节前启动了春运的安全大检查工作，对所有的线路、车辆、设备、人员培训都做了充分的准备，保证运输安全。,胡亚东介绍，铁路总公司节前启动了春运的安全大检查工作，充分准备线路、车辆、设备，并对人员进行培训，保证运输安全。
民警黄惠平提示，春运期间，如果旅客遇到类似以丢钱为借口，要求检查你的身体或者行李的状况，不要与他们纠缠，应立即向附近的警方报案。,民警黄惠平提示，春运期间，如果有人跟你说他钱包丢了，要求检查你的身体或者行李的状况，不要与他们多说话，应立即去找附近的警察。
布鲁斯·邦德在信中说，诚实的人都知道中国抗日的真实历史，也知道日本长期以暴力手段窃取他国财富和以弥天大谎欺世的历史。,布鲁斯·邦德在信中说，诚实的人都知道中国抗日的真实历史，也知道日本长期以暴力手段偷取他国财富和用巨大的谎言欺骗世界的历史。
盛夏吃的食物温度要稍低一些，避免吃滚烫的食物；寒冬吃的食物温度要稍高一些，不要吃冷食。,夏天吃的食物温度要稍低一些，而寒冬吃的食物温度要稍高一些。
中国驻美大使崔天凯在中国驻美大使馆举行的记者会上表示，中国驻旧金山总领馆遭纵火是一起“非常严重的犯罪事件”，美方已保证全力以赴予以彻查。,在中国驻美大使馆举行的记者会上，大使崔天凯表示，中国驻旧金山总领馆被人放火是一起“非常严重的犯罪事件”，美方已保证尽全力进行彻底调查。
与此同时，以驴肉为原料的加工企业更是面临大量原料来源吃紧的问题，工厂加工、供应存在极大安全隐患。,有许多以驴肉为原料的加工企业，他们面临大量原料来源缺少的问题，工厂加工、供应存在非常大的危险。
人们在惋惜这样一座集区域民族风情、传统文化、特色建筑于一体的历史名城毁于一旦的同时，也在纷纷质疑一把火何以烧掉半座城。,这样一座具有民族风情、传统文化和特色建筑于的历史名城被摧毁了，人们觉得非常可惜，也都在问为什么一把火就可以烧掉半座城市。
庞龙用最平实轻缓的音调讲着咱爸咱妈的爱情故事，感悟“爱情很简单，平凡又伟大”的幸福。,庞龙用最平稳缓慢的声音讲着咱爸咱妈的爱情故事，体会“爱情很简单，平凡又伟大”的幸福。
经审核批准同意免考的学生，免考申请表存入学生档案，中考体育成绩按满分计入中考总分。,经审核批准同意免考的学生的中考体育成绩按满分计算，同时他的免考申请表会被存入档案。
考生随即将此情况发布在自己的个人微博中，并很快引起网友们的关注与议论。,考生马上把这个情况发布在自己的个人微博中，很快引起网友们的关注与讨论。
针对上海打破月清“霸王条款”的事情，多数网友表示希望全国同步，都实现以季度为单位进行流量套餐计费。,多数网友表示希望全国与上海一样，都实现以季度为单位进行流量套餐收费。
当很多人还在为抢不到回家车票犯愁时，一些年轻的进城务工人员却选择把家在农村的父母接到城市过年，“逆向省亲”在一些流动人口较多的城市兴起。,当很多人还在为抢不到回家车票犯愁时，一些年轻的进城打工人员却选择把家在农村的父母接到城市过年，“逆向省亲”在一些流动人口较多的城市出现较多。
韩庚作为影片男主角，对主题曲情绪的拿捏水到渠成，韩庚表示由于对故事细节了如指掌，深深理解每一句歌词想要表达的情感，录完的效果自己也十分满意。,韩庚作为影片男主角，非常了解故事细节，很容易表达出主题曲情绪，他对录音效果也十分满意。
那时的东关有“十三坊”的说法，东西板坊、更衣前后坊都在其中，当然也包括长乐坊。,那时的东关有“十三坊”的说法，东西板坊、更衣前后坊、长乐坊都包括在里面。
在此之前，沙龙亲自秘密访问贝鲁特，带着保卫人员走遍贝鲁特的大街小巷，对每一条街道、每个重要的建筑物都进行了仔细的观察。,在此之前，沙龙亲自秘密到达贝鲁特，带着保卫人员对贝鲁特进行了仔细的观察。
外星人离我们并不遥远，但当面对意外地出现在地球上的他们时，不知所措的，是我们自己。,外星人离我们并不远，但当我们面对突然出现在地球上的他们时就会不知道该怎办。
案发后，中国外交部和驻美有关使领馆就此向美方提出严正交涉，要求尽快破案，严惩肇事者。,案发后，中国外交部和驻美有关使领馆就此向美方提出严正交涉，要求尽快破案，严厉惩罚引发事故的人。
它又像攀登一座高楼总是要从一个稍低的台阶再跨上另一个更高的台阶，不容许超越实际可能而一步登天。,它就像攀登一座高楼一样要一个一个台阶跨，不可能违背实际一下子实现。
我不得不承认日本人非常认真，这是我对比了中日两个国家的国民性格得出的结论。,我比较中日两个国家的国民性格后，觉得日本人非常认真。
撒贝宁透露，此次他将带着对选手的空白认识到节目现场，以最真实的状态与他们建立了解和信任：“我知道这很具有挑战性，但我就喜欢这种慢慢探索的过程。,撒贝宁说，此次节目他没有提前了解选手：“我知道这很困难，但我就喜欢这种慢慢探索的过程。
虽然母亲表示视频录制时她并不在场，但奥马哈市青少年法庭的法官判决小男孩将和母亲一同被送往寄养家庭抚养。,尽管母亲表示视频录制时她并不在场，但奥马哈市青少年法庭的法官仍判决她和小男孩将一起被送往寄养家庭抚养。
他对办案民警说，出来以后，一定要好好做人，好好对待自己爱的人和关心自己的人，让他们过上幸福的生活。,他对办案民警说，出来以后，他一定要好好做人，好好对待自己爱的人和关心自己的人，让他们过上幸福的生活。
散场后，邵逸夫总是主动送黄美珍回余府，黄美珍不喜欢坐车，两人就边走边聊散着步回去。,散场后，邵逸夫总是主动送黄美珍回余府，黄美珍不喜欢坐车，两人就一边走一边聊天走回去。
